nilai,absensi,jam_belajar,dropout
89.99303752695938,95.0011824444591,3.0018995018564008,0.0036877804960501284
39.99703525694757,49.998814612825214,0.9966463810436333,1.0062908395180084
69.99713699862404,80.00114861532545,2.0130755017731397,-0.007814104541153312
89.99600578462083,95.01751348162875,2.998786411998916,0.0027737683268885213
90.01249530397794,95.00518392090785,2.995931883919794,-0.01488849060758605
39.997117771740804,50.01243647271694,0.9975736923011368,0.9915213281531976
70.02100120282344,79.98984485262208,2.008385076131266,0.010348424168362513
70.00926947088831,79.98936155693255,2.0084738806233373,0.00845768258870996
89.99054974325334,94.98749978177133,2.988927501207412,-0.011867184107568422
49.994151449420784,59.987393111845854,0.9891593035416908,1.0018780830762608
89.99933907729695,94.99742829116502,3.0047503198277754,0.0034868915746168734
89.99939338075639,95.01387629138455,3.010486044282554,-0.0003224110921358516
90.00461055824128,95.00076724867452,3.012552210527846,0.015998608414960633
89.99712834434825,94.98614171371887,2.989258085848963,-0.008185066834245141
40.01420537074103,49.9958209178577,0.9990228630411934,1.011515291298935
69.9935085122955,80.00726656780293,1.993985241368346,-0.004152243189533263
39.99519058966185,50.00213477049343,1.007347573378008,1.0101832651447928
39.99883227991541,49.98865856518561,0.9985372740349467,1.0034903733704954
40.01989652882329,49.99634402753824,1.018494216594371,0.9974406410909389
90.00077674253616,95.00901023204048,3.0049798455614467,0.017965040238565648
49.9955927336958,59.98718390923641,1.0000509321667943,0.9967148916637528
70.01318792102545,80.01480695328088,1.9920674658346946,-0.009445241344608222
49.98251014422984,59.98280818251122,0.9975459393903023,1.0045125301244249
39.98920539155102,49.98677607722464,1.013246329316383,0.9823470122011333
39.98569194877308,49.99264323882962,0.9997871580486333,0.9988458309967218
50.00209042331741,59.98374935616202,0.9919083838164033,0.994699406057194
50.00275216376385,60.005487296872765,1.0004936001955005,1.0010476119099214
49.98787167886186,59.99749179526494,1.0066923770194907,0.9877240437055632
39.99299784820961,50.013142585668945,0.9929590384425481,0.9911934849224245
39.99627482706718,49.99790651721688,1.0078605314991238,0.9883850019473207
70.00050918268282,80.01441319446567,1.9964961844226994,0.0032560927420597604
69.99345039573669,80.0152682062784,1.9872244704183215,-0.003460705472842736
40.00412682517988,49.99973994144578,0.9883321756019612,0.9972091398134522
49.990522604426594,60.00785554495914,0.9912038265487327,0.9915417763884583
50.00085851517344,60.01388359388134,0.9990996025008078,1.0077840805053877
70.00326054969736,79.98946152294049,2.0019123479355434,-0.012047482515106378
39.98896718935353,50.00366842186571,1.000677752636306,1.0047509273779687
69.99609756260043,79.99866431425022,2.0086301410844265,0.0041266406604836044
69.99367765241945,79.97355334552144,2.001864265512965,-0.004039059567108702
90.00684302304865,95.01370782931352,2.990099851649893,-0.01225670923624538
89.99900484220908,95.0016826519509,3.0029196428624543,-0.01000025713884071
90.00696534918882,95.00458745167528,2.9973160035755764,0.007929720192435737
49.98671841429732,60.01316451799707,1.024729522855035,1.0117477603503162
40.00717874728795,50.00334481670842,1.00215689908699,0.9706407807804169
40.00906912144615,50.00124300221415,0.9908830148671899,0.998694115160004
39.98846187863055,50.00286462736059,1.01755511885439,0.9977420628856749
40.005971915458076,50.00448799906824,1.0009410858391816,0.9968673033776548
89.9714371844035,94.99729542503911,2.9970791908269123,-0.010155788072807705
49.997195028982034,60.01051985889835,1.0121920863517861,1.0025359802030065
50.00248514833456,60.00105979706239,0.9888628381331891,1.0125915306521804
90.00384638078451,94.97076679114988,2.9980362016098248,-0.003128129775295625
50.00210757501158,59.98562401163125,1.001517834893755,0.9946297360057561
90.00993454584865,95.0046796547657,3.00690469910834,5.236989886927535e-05
40.02198092671073,49.993426446254006,1.0057621181908731,1.013288460936537
89.98234239962252,95.00555308598345,3.016297426388372,-0.008359373533695005
39.98399496845711,49.99373003391184,0.9933419031811844,1.0041225302080596
40.002692434623484,50.00272572938461,0.9766273446868121,0.9981584503935229
69.99025734826732,79.98219458638201,2.00033305789848,0.0008263148146518439
89.99866924808867,95.0020056328564,3.0015942968318337,-0.003195558113511253
69.99696412740064,79.98816444914493,2.0120124958654326,-0.0047709068873056
90.00089964331768,94.98717615413302,3.0014444043884505,0.005714322437206293
90.00197439541273,95.00632375281423,3.0040570022244393,0.007771121656586924
69.99306850546613,80.00907243664578,1.997727326510718,0.0030360706531822085
69.99190995176454,79.98472351194273,1.9912507024731745,0.001329991044724231
89.99613275911521,95.00122167817224,3.0050546235357065,-7.409170967945113e-05
50.01894180012531,59.98284363367809,0.9814529601486693,0.9983871457786859
39.99322266352577,49.994134543333224,1.0102252491241996,1.0009032991374038
69.99406591850718,79.99005742070574,1.9831868054612416,0.00614161533501646
40.00116598510372,50.00316798568888,0.9995361138581067,1.0072723161305128
49.98674496654377,59.99131736085869,0.996610671290723,1.0041525643417981
49.99166089197348,59.99345159490382,0.9873724076016399,0.9888017381590406
49.9998173466328,59.99106080204156,1.0051144439202615,1.00497328344132
70.01546183326074,80.0085524610411,1.9793346363323145,-0.0026752815209318825
50.00638995865213,59.98590578020096,0.9969733303518932,1.008316235579521
